location_name,latitude,longitude,parameter,value,unit,year,month,day,hour
Albemarle HS,38.07657,-78.50397,o3,0.041,ppm,2020,2,28,20
Albemarle HS,38.07657,-78.50397,o3,0.041,ppm,2020,2,28,21
Albemarle HS,38.07657,-78.50397,o3,0.042,ppm,2020,2,28,22
Albemarle HS,38.07657,-78.50397,o3,0.041,ppm,2020,2,28,23
Albemarle HS,38.07657,-78.50397,o3,0.039,ppm,2020,2,29,0
Albemarle HS,38.07657,-78.50397,o3,0.039,ppm,2020,2,29,1
Albemarle HS,38.07657,-78.50397,o3,0.039,ppm,2020,2,29,2
Albemarle HS,38.07657,-78.50397,o3,0.039,ppm,2020,2,29,3
Albemarle HS,38.07657,-78.50397,o3,0.037,ppm,2020,2,29,4
Albemarle HS,38.07657,-78.50397,pm25,20.3,µg/m³,2020,2,1,5
Albemarle HS,38.07657,-78.50397,pm25,13.9,µg/m³,2020,2,1,6
Albemarle HS,38.07657,-78.50397,pm25,12.3,µg/m³,2020,2,1,7
Albemarle HS,38.07657,-78.50397,pm25,10.5,µg/m³,2020,2,1,8
Albemarle HS,38.07657,-78.50397,pm25,10.9,µg/m³,2020,2,1,9
Albemarle HS,38.07657,-78.50397,pm25,10.2,µg/m³,2020,2,1,10
Albemarle HS,38.07657,-78.50397,pm25,11.4,µg/m³,2020,2,1,11
Albemarle HS,38.07657,-78.50397,pm25,11.6,µg/m³,2020,2,1,12
Albemarle HS,38.07657,-78.50397,pm25,10.0,µg/m³,2020,2,1,13
Albemarle HS,38.07657,-78.50397,pm25,11.0,µg/m³,2020,2,1,14
Albemarle HS,38.07657,-78.50397,pm25,10.3,µg/m³,2020,2,1,15
Albemarle HS,38.07657,-78.50397,pm25,10.8,µg/m³,2020,2,1,16
Albemarle HS,38.07657,-78.50397,pm25,12.6,µg/m³,2020,2,1,17
Albemarle HS,38.07657,-78.50397,pm25,12.2,µg/m³,2020,2,1,18
Albemarle HS,38.07657,-78.50397,pm25,12.2,µg/m³,2020,2,1,19
Albemarle HS,38.07657,-78.50397,pm25,9.2,µg/m³,2020,2,1,20
Albemarle HS,38.07657,-78.50397,pm25,7.2,µg/m³,2020,2,1,21
Albemarle HS,38.07657,-78.50397,pm25,6.9,µg/m³,2020,2,1,22
Albemarle HS,38.07657,-78.50397,pm25,6.8,µg/m³,2020,2,1,23
Albemarle HS,38.07657,-78.50397,pm25,7.1,µg/m³,2020,2,2,0
Albemarle HS,38.07657,-78.50397,pm25,7.9,µg/m³,2020,2,2,1
Albemarle HS,38.07657,-78.50397,pm25,7.9,µg/m³,2020,2,2,2
Albemarle HS,38.07657,-78.50397,pm25,8.2,µg/m³,2020,2,2,3
Albemarle HS,38.07657,-78.50397,pm25,8.7,µg/m³,2020,2,2,4
Albemarle HS,38.07657,-78.50397,pm25,8.0,µg/m³,2020,2,2,5
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,2,6
Albemarle HS,38.07657,-78.50397,pm25,3.4,µg/m³,2020,2,2,7
Albemarle HS,38.07657,-78.50397,pm25,3.8,µg/m³,2020,2,2,8
Albemarle HS,38.07657,-78.50397,pm25,4.1,µg/m³,2020,2,2,9
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,2,10
Albemarle HS,38.07657,-78.50397,pm25,4.1,µg/m³,2020,2,2,11
Albemarle HS,38.07657,-78.50397,pm25,4.4,µg/m³,2020,2,2,12
Albemarle HS,38.07657,-78.50397,pm25,4.7,µg/m³,2020,2,2,13
Albemarle HS,38.07657,-78.50397,pm25,4.9,µg/m³,2020,2,2,14
Albemarle HS,38.07657,-78.50397,pm25,4.4,µg/m³,2020,2,2,15
Albemarle HS,38.07657,-78.50397,pm25,4.4,µg/m³,2020,2,2,16
Albemarle HS,38.07657,-78.50397,pm25,3.9,µg/m³,2020,2,2,17
Albemarle HS,38.07657,-78.50397,pm25,3.9,µg/m³,2020,2,2,18
Albemarle HS,38.07657,-78.50397,pm25,3.5,µg/m³,2020,2,2,19
Albemarle HS,38.07657,-78.50397,pm25,3.0,µg/m³,2020,2,2,20
Albemarle HS,38.07657,-78.50397,pm25,2.4,µg/m³,2020,2,2,21
Albemarle HS,38.07657,-78.50397,pm25,2.3,µg/m³,2020,2,2,22
Albemarle HS,38.07657,-78.50397,pm25,2.7,µg/m³,2020,2,2,23
Albemarle HS,38.07657,-78.50397,pm25,3.1,µg/m³,2020,2,3,0
Albemarle HS,38.07657,-78.50397,pm25,3.6,µg/m³,2020,2,3,1
Albemarle HS,38.07657,-78.50397,pm25,3.0,µg/m³,2020,2,3,2
Albemarle HS,38.07657,-78.50397,pm25,2.5,µg/m³,2020,2,3,3
Albemarle HS,38.07657,-78.50397,pm25,2.5,µg/m³,2020,2,3,4
Albemarle HS,38.07657,-78.50397,pm25,2.6,µg/m³,2020,2,3,5
Albemarle HS,38.07657,-78.50397,pm25,2.9,µg/m³,2020,2,3,6
Albemarle HS,38.07657,-78.50397,pm25,2.5,µg/m³,2020,2,3,7
Albemarle HS,38.07657,-78.50397,pm25,2.2,µg/m³,2020,2,3,8
Albemarle HS,38.07657,-78.50397,pm25,2.2,µg/m³,2020,2,3,9
Albemarle HS,38.07657,-78.50397,pm25,2.3,µg/m³,2020,2,3,10
Albemarle HS,38.07657,-78.50397,pm25,2.4,µg/m³,2020,2,3,11
Albemarle HS,38.07657,-78.50397,pm25,2.4,µg/m³,2020,2,3,12
Albemarle HS,38.07657,-78.50397,pm25,2.6,µg/m³,2020,2,3,13
Albemarle HS,38.07657,-78.50397,pm25,3.6,µg/m³,2020,2,3,14
Albemarle HS,38.07657,-78.50397,pm25,3.9,µg/m³,2020,2,3,15
Albemarle HS,38.07657,-78.50397,pm25,3.7,µg/m³,2020,2,3,16
Albemarle HS,38.07657,-78.50397,pm25,3.7,µg/m³,2020,2,3,17
Albemarle HS,38.07657,-78.50397,pm25,4.0,µg/m³,2020,2,3,18
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,3,19
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,3,20
Albemarle HS,38.07657,-78.50397,pm25,3.8,µg/m³,2020,2,3,21
Albemarle HS,38.07657,-78.50397,pm25,4.0,µg/m³,2020,2,3,22
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,3,23
Albemarle HS,38.07657,-78.50397,pm25,4.0,µg/m³,2020,2,4,0
Albemarle HS,38.07657,-78.50397,pm25,4.0,µg/m³,2020,2,4,1
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,4,2
Albemarle HS,38.07657,-78.50397,pm25,4.6,µg/m³,2020,2,4,3
Albemarle HS,38.07657,-78.50397,pm25,4.8,µg/m³,2020,2,4,4
Albemarle HS,38.07657,-78.50397,pm25,5.0,µg/m³,2020,2,4,5
Albemarle HS,38.07657,-78.50397,pm25,5.0,µg/m³,2020,2,4,6
Albemarle HS,38.07657,-78.50397,pm25,5.0,µg/m³,2020,2,4,7
Albemarle HS,38.07657,-78.50397,pm25,5.2,µg/m³,2020,2,4,8
Albemarle HS,38.07657,-78.50397,pm25,5.4,µg/m³,2020,2,4,9
Albemarle HS,38.07657,-78.50397,pm25,5.5,µg/m³,2020,2,4,10
Albemarle HS,38.07657,-78.50397,pm25,5.7,µg/m³,2020,2,4,11
Albemarle HS,38.07657,-78.50397,pm25,6.4,µg/m³,2020,2,4,12
Albemarle HS,38.07657,-78.50397,pm25,6.4,µg/m³,2020,2,4,13
Albemarle HS,38.07657,-78.50397,pm25,6.5,µg/m³,2020,2,4,14
Albemarle HS,38.07657,-78.50397,pm25,6.8,µg/m³,2020,2,4,15
Albemarle HS,38.07657,-78.50397,pm25,7.1,µg/m³,2020,2,4,16
Albemarle HS,38.07657,-78.50397,pm25,6.6,µg/m³,2020,2,4,17
Albemarle HS,38.07657,-78.50397,pm25,6.2,µg/m³,2020,2,4,18
Albemarle HS,38.07657,-78.50397,pm25,5.3,µg/m³,2020,2,4,19
Albemarle HS,38.07657,-78.50397,pm25,4.8,µg/m³,2020,2,4,20
Albemarle HS,38.07657,-78.50397,pm25,4.1,µg/m³,2020,2,4,21
Albemarle HS,38.07657,-78.50397,pm25,4.3,µg/m³,2020,2,4,22
Albemarle HS,38.07657,-78.50397,pm25,4.6,µg/m³,2020,2,4,23
Albemarle HS,38.07657,-78.50397,pm25,4.0,µg/m³,2020,2,5,0
Albemarle HS,38.07657,-78.50397,pm25,3.7,µg/m³,2020,2,5,1
Albemarle HS,38.07657,-78.50397,pm25,4.1,µg/m³,2020,2,5,2
Albemarle HS,38.07657,-78.50397,pm25,4.2,µg/m³,2020,2,5,3
Albemarle HS,38.07657,-78.50397,pm25,4.3,µg/m³,2020,2,5,4
Albemarle HS,38.07657,-78.50397,pm25,5.3,µg/m³,2020,2,5,5
Albemarle HS,38.07657,-78.50397,pm25,5.4,µg/m³,2020,2,5,6
Albemarle HS,38.07657,-78.50397,pm25,5.8,µg/m³,2020,2,5,7
Albemarle HS,38.07657,-78.50397,pm25,6.6,µg/m³,2020,2,5,8
Albemarle HS,38.07657,-78.50397,pm25,7.0,µg/m³,2020,2,5,9
Albemarle HS,38.07657,-78.50397,pm25,7.7,µg/m³,2020,2,5,10
Albemarle HS,38.07657,-78.50397,pm25,8.1,µg/m³,2020,2,5,11
